account_id,txn_count,total_amount,fraud_signal_count,risk_event_count,incoming_count,outgoing_count,first_step,last_step,fraud_rate,risk_rate,activity_score,activity_band,suspicion_score
C1638430893,19,4244317.72,0,19,19,0,131,397,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1638693384,19,4415783.22,0,19,19,0,134,709,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1639505708,19,5588674.95,0,19,19,0,17,540,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1639724511,19,3947207.0,0,19,19,0,161,403,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1639772397,19,3105039.39,0,19,19,0,18,640,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1640025480,19,5201203.23,0,19,19,0,43,688,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1640172443,19,4483108.31,0,19,19,0,130,394,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1640532094,19,3987070.35,0,19,19,0,40,692,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1640887362,19,3791659.04,0,19,19,0,39,399,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1641588223,19,3515272.69,0,19,19,0,38,369,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1641943766,19,5355126.7,0,19,19,0,182,687,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C164202115,19,4246291.63,0,19,19,0,20,547,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C164238707,19,5891318.89,0,19,19,0,155,612,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1642620361,19,7859838.62,0,19,19,0,139,550,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C164419937,19,5661330.88,0,19,19,0,17,594,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1644273565,19,1588157.28,0,19,19,0,19,694,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1644530569,19,4288439.45,0,19,19,0,36,403,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1645522352,19,6639112.78,0,19,19,0,35,573,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1646040758,19,3245672.31,0,19,19,0,19,394,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1646173889,19,3665718.68,0,19,19,0,138,567,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1646789193,19,5843924.95,0,19,19,0,34,547,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C164693078,19,2770109.34,0,19,19,0,18,571,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1647037576,19,4294690.32,0,19,19,0,137,514,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1647509224,19,10600347.77,0,19,19,0,157,551,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1647559480,19,3920063.59,0,19,19,0,42,667,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1647629301,19,3768272.07,0,19,19,0,10,330,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1648692463,19,3047304.24,0,19,19,0,10,637,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1648821408,19,2752370.34,0,19,19,0,139,376,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1648896346,19,3365971.45,0,19,19,0,119,522,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1649403727,19,6802041.67,0,19,19,0,159,587,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1649946296,19,14323407.92,0,19,19,0,18,352,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1650001801,19,5882843.7,0,19,19,0,37,355,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1650179380,19,2906107.62,0,19,19,0,35,517,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1650704471,19,4733300.08,0,19,19,0,18,401,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1650929931,19,8044028.73,0,19,19,0,188,595,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1651091290,19,22334396.67,0,19,19,0,156,379,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1651412969,19,4290742.22,0,19,19,0,19,546,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C165257947,19,4358053.74,0,19,19,0,36,686,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1652717888,19,4895799.28,0,19,19,0,39,393,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1653229744,19,5056798.71,0,19,19,0,34,403,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1653468997,19,3878011.86,0,19,19,0,17,544,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1653506581,19,4311021.91,0,19,19,0,159,688,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1653976818,19,3842178.78,0,19,19,0,17,400,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C165418021,19,2698619.62,0,19,19,0,33,396,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1654510382,19,6666365.63,0,19,19,0,16,384,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1655220235,19,5479651.32,0,19,19,0,139,617,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1655376333,19,7837256.54,0,19,19,0,133,474,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1655405641,19,4060021.63,0,19,19,0,42,688,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1655943963,19,5034752.25,0,19,19,0,34,395,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1656773254,19,4360907.96,0,19,19,0,39,564,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1656773434,19,12712148.49,0,19,19,0,94,514,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1657098283,19,3314577.03,0,19,19,0,12,619,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1657291621,19,5647994.24,0,19,19,0,37,347,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C165748907,19,9335386.41,0,19,19,0,130,587,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1657690048,19,3521437.81,0,19,19,0,138,573,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1658387495,19,3103208.86,0,19,19,0,17,404,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1658923869,19,4513449.14,0,19,19,0,41,397,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1659279334,19,3744268.46,0,19,19,0,131,404,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1659563764,19,8063162.05,0,19,19,0,18,379,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1660630727,19,4317574.99,0,19,19,0,39,416,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1661671605,19,16140852.02,0,19,19,0,163,404,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1661871289,19,3713908.76,0,19,19,0,20,374,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1662027846,19,9010620.94,0,19,19,0,137,524,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1662141110,19,8166694.98,0,19,19,0,130,573,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1662217101,19,3155778.05,0,19,19,0,129,372,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1662325188,19,6510248.68,0,19,19,0,37,514,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1662832442,19,4267769.1,0,19,19,0,14,403,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1663290520,19,4251388.19,0,19,19,0,9,180,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1663558666,19,5527291.99,0,19,19,0,16,402,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1664600644,19,5736683.9,0,19,19,0,129,587,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1665563871,19,2475317.64,0,19,19,0,17,382,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1665816657,19,6852795.0,0,19,19,0,135,474,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1666206091,19,11517910.62,0,19,19,0,37,476,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1666713739,19,4212378.91,0,19,19,0,140,380,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1667056461,19,4925515.43,0,19,19,0,36,687,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1667357443,19,3454203.01,0,19,19,0,19,688,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1667786213,19,5889161.55,0,19,19,0,14,324,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1667890031,19,3928198.24,0,19,19,0,38,656,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1667891306,19,3261889.62,0,19,19,0,35,476,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1668048817,19,3466824.07,0,19,19,0,45,374,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1668239364,19,3097631.35,0,19,19,0,18,361,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1668461409,19,4716098.58,0,19,19,0,14,405,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1669861648,19,2642088.51,0,19,19,0,137,369,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1671503729,19,4651587.33,0,19,19,0,134,661,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1672845778,19,6053907.15,0,19,19,0,19,402,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1672903020,19,3560052.48,0,19,19,0,16,397,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1673332028,19,5875630.26,0,19,19,0,38,571,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1673499770,19,2346349.25,0,19,19,0,141,466,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1673569526,19,3713922.52,0,19,19,0,16,374,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1673773702,19,2450785.08,0,19,19,0,12,345,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C16740004,19,8818093.91,0,19,19,0,94,426,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C167541887,19,3958241.47,0,19,19,0,16,376,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C16762050,19,3128042.29,0,19,19,0,15,692,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1676791471,19,4647189.8,0,19,19,0,37,592,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1677239290,19,4889398.61,0,19,19,0,42,687,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1677312535,19,6675104.4,0,19,19,0,42,569,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1677500951,19,3344963.79,0,19,19,0,16,715,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1678152291,19,2905912.15,0,19,19,0,132,393,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1678936461,19,2805770.28,0,19,19,0,16,356,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1679645534,19,7451840.7,0,19,19,0,21,426,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1679970971,19,3379673.29,0,19,19,0,18,277,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1680108778,19,6666251.53,0,19,19,0,137,590,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1680205369,19,4588217.96,0,19,19,0,45,394,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1680469956,19,3929745.92,0,19,19,0,119,540,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1680958933,19,4075291.91,0,19,19,0,42,547,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C168113907,19,4418437.09,0,19,19,0,40,400,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1681189044,19,3844556.97,0,19,19,0,40,348,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1681299873,19,5837663.13,0,19,19,0,15,378,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1681363427,19,3396217.61,0,19,19,0,33,403,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1681793449,19,8090006.2,0,19,19,0,141,599,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1681899687,19,3643831.92,0,19,19,0,37,352,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1681974239,19,4370068.64,0,19,19,0,42,381,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C168303270,19,4079256.91,0,19,19,0,158,492,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1683145531,19,8023422.39,0,19,19,0,132,684,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1683712074,19,3461807.68,0,19,19,0,18,378,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1683728060,19,3487024.39,0,19,19,0,19,281,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C168446093,19,3281444.85,0,19,19,0,94,525,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1684558593,19,3016344.0,0,19,19,0,9,351,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1686623004,19,4215525.7,0,19,19,0,131,522,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1688282022,19,3051309.63,0,19,19,0,44,690,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1689115830,19,4888631.15,0,19,19,0,137,403,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1690142827,19,4172079.47,0,19,19,0,20,681,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1690225,19,2651603.67,0,19,19,0,41,403,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1690671798,19,2701219.57,0,19,19,0,140,394,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1691099973,19,2737809.66,0,19,19,0,42,393,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1692053900,19,4551396.31,0,19,19,0,17,308,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1692912266,19,6455733.1,0,19,19,0,129,399,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1692957386,19,3825356.89,0,19,19,0,130,451,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1694045461,19,6963781.91,0,19,19,0,139,548,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1694376640,19,3306074.91,0,19,19,0,21,323,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1695231993,19,11228667.8,0,19,19,0,43,550,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1695786795,19,2852973.48,0,19,19,0,37,334,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1696079062,19,4793866.08,0,19,19,0,19,715,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1696907702,19,3037677.93,0,19,19,0,38,393,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C169724136,19,5133525.96,0,19,19,0,44,330,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1697243488,19,3065850.53,0,19,19,0,8,236,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1697713748,19,18681317.16,0,19,19,0,161,589,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1697741625,19,4658238.6,0,19,19,0,34,522,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C169851906,19,3079457.06,0,19,19,0,44,354,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1698841960,19,6841929.33,0,19,19,0,159,597,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1699723309,19,4314375.0,0,19,19,0,12,399,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1699990965,19,3926696.04,0,19,19,0,133,621,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1700716112,19,4291839.32,0,19,19,0,12,354,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1702172215,19,3549432.91,0,19,19,0,16,356,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1702455561,19,3303861.12,0,19,19,0,19,352,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1703735544,19,3586665.07,0,19,19,0,131,394,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1704059317,19,2501336.27,0,19,19,0,13,399,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C170439867,19,5936462.8,0,19,19,0,19,588,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C170533451,19,4587889.21,0,19,19,0,130,659,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1705877959,19,1978760.08,0,19,19,0,35,681,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C170612709,19,4024125.23,0,19,19,0,18,405,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1706972046,19,4234256.65,0,19,19,0,142,715,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1707562530,19,6299807.27,0,19,19,0,43,372,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1707625431,19,6009182.9,0,19,19,0,36,307,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1708200733,19,8509291.31,0,19,19,0,139,380,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1709267320,19,11041167.84,1,17,19,0,38,452,0.0526315789473684,0.894736842105263,0.622846927749722,Low Activity,0.362284692774972
C1710021710,19,3174657.06,0,19,19,0,16,548,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1711518491,19,4627376.24,0,19,19,0,16,355,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1711848950,19,6518033.95,0,19,19,0,41,399,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C171217887,19,5284177.25,0,19,19,0,16,518,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1712456893,19,3714520.02,0,19,19,0,35,542,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1712878719,19,4079855.97,0,19,19,0,43,524,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1713489043,19,1973123.56,0,19,19,0,13,514,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1714013963,19,3821300.35,0,19,19,0,12,599,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1714769397,19,8022686.52,0,19,19,0,137,402,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1714790656,19,4569487.49,0,19,19,0,13,394,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1714867205,19,4346637.97,0,19,19,0,14,469,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1715183215,19,4213609.48,0,19,19,0,133,563,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1715487466,19,4944913.93,0,19,19,0,137,503,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1715698481,19,3176683.16,0,19,19,0,162,670,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1716238501,19,3545325.37,0,19,19,0,135,589,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1716506572,19,4347228.98,0,19,19,0,16,402,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1717186396,19,7264460.71,0,19,19,0,12,375,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1718867856,19,5326158.0,0,19,19,0,15,404,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1719169705,19,9900124.81,0,19,19,0,15,379,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1719265805,19,3077452.98,0,19,19,0,133,382,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1719354044,19,3339428.82,0,19,19,0,136,400,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1720869622,19,6604789.1,0,19,19,0,41,383,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1720946336,19,6201067.42,0,19,19,0,129,400,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1721511964,19,4173829.3,0,19,19,0,131,551,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1722778708,19,3679517.57,0,19,19,0,153,402,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1722782657,19,2476572.03,0,19,19,0,13,304,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1722841904,19,6834136.05,0,19,19,0,18,400,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1722972999,19,4484762.08,0,19,19,0,35,380,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1724316114,19,3734735.59,0,19,19,0,38,403,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1724335603,19,12517990.44,0,19,19,0,19,324,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1724379143,19,6010211.72,0,19,19,0,34,518,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1725062057,19,4316596.41,0,19,19,0,7,589,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1725482946,19,4478642.64,0,19,19,0,159,369,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1725505524,19,4456904.18,0,19,19,0,177,397,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1725875983,19,3724972.15,0,19,19,0,44,372,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1726147745,19,3498456.53,0,19,19,0,44,597,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1726278550,19,4598220.14,0,19,19,0,34,400,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1726544860,19,4626079.67,0,19,19,0,44,469,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1727536784,19,4150925.93,0,19,19,0,37,403,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1727690883,19,4765372.63,0,19,19,0,42,377,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1727806258,19,3151478.63,0,19,19,0,35,585,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1728307764,19,7443345.41,0,19,19,0,133,670,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1728540869,19,16598607.36,0,19,19,0,129,694,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1728860891,19,3490963.23,0,19,19,0,20,527,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1729614577,19,4436994.57,0,19,19,0,158,403,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1729716672,19,3792920.01,0,19,19,0,42,394,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1729721117,19,3689659.6,0,19,19,0,37,403,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1730776320,19,2678327.46,0,19,19,0,35,401,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1731448052,19,3906712.61,0,19,19,0,15,520,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1731493383,19,4682348.75,1,17,19,0,25,546,0.0526315789473684,0.894736842105263,0.622846927749722,Low Activity,0.362284692774972
C1731749523,19,6037225.3,0,19,19,0,39,525,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1732264295,19,4558400.71,0,19,19,0,136,495,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1732432600,19,3302376.6,0,19,19,0,39,401,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1733175305,19,4606901.65,0,19,19,0,43,681,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1733188058,19,4765159.81,0,19,19,0,133,594,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1733829759,19,2654076.55,0,19,19,0,16,567,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1733844087,19,3070138.19,0,19,19,0,17,524,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1733919167,19,7371435.67,0,19,19,0,45,352,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C173408232,19,3904414.25,0,19,19,0,136,404,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1735158883,19,3946835.47,0,19,19,0,41,522,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1735171758,19,6578688.94,0,19,19,0,34,349,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1735218755,19,5208170.53,0,19,19,0,42,476,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1735590714,19,3272067.99,0,19,19,0,17,407,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1736189812,19,7831759.84,0,19,19,0,34,374,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1736539382,19,10611318.46,0,19,19,0,18,385,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C173674973,19,2717125.73,0,19,19,0,15,276,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1737493260,19,3002782.02,0,19,19,0,36,524,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1737658725,19,4518291.68,0,19,19,0,13,525,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1738287352,19,3781789.19,0,19,19,0,18,398,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1738788077,19,4180611.92,0,19,19,0,35,375,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1738910752,19,5275010.54,0,19,19,0,39,684,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C173950368,19,5295618.24,0,19,19,0,14,356,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1740840316,19,14075604.1,0,19,19,0,20,451,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1740931648,19,9397534.69,0,19,19,0,130,687,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1740992951,19,4677172.71,0,19,19,0,15,397,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1741089267,19,5474042.36,0,19,19,0,39,345,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1741701051,19,6133477.59,0,19,19,0,140,599,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1742098801,19,4188880.93,0,19,19,0,183,355,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C174227856,19,6568874.82,0,19,19,0,13,490,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1742451267,19,3157385.07,0,19,19,0,43,564,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1742555092,19,2571223.83,0,19,19,0,12,670,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1742759335,19,4355092.54,0,19,19,0,140,542,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C174290178,19,4660722.27,0,19,19,0,16,540,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1742983301,19,6068617.38,0,19,19,0,164,404,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1743282069,19,3052807.09,0,19,19,0,36,542,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1743571109,19,3107965.34,0,19,19,0,19,396,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1743800794,19,3475377.16,0,19,19,0,203,397,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1744647641,19,3378258.48,0,19,19,0,37,403,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1745024979,19,5103265.81,0,19,19,0,20,428,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1745413236,19,4179226.48,0,19,19,0,206,514,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1746788735,19,4626829.97,0,19,19,0,37,548,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
C1747080965,19,3045610.89,0,19,19,0,39,404,0.0,1.0,0.622846927749722,Low Activity,0.362284692774972
