nameOrig,fraud_txn_count,fraud_amount,unique_receivers
C1999663359,1,1619313.55,1
C1249125999,1,1619313.55,1
C1712762290,1,1613281.82,1
C1356014393,1,1613281.82,1
C626221636,1,1610110.66,1
C56372848,1,1610110.66,1
C659082738,1,1608571.02,1
C1607355458,1,1608571.02,1
C2142600203,1,1600721.32,1
C1890383797,1,1600721.32,1
C1681145385,1,1595587.46,1
C1069976593,1,1595587.46,1
C1100723027,1,1593189.25,1
C1071076699,1,1593189.25,1
C866814625,1,1592602.27,1
C1309793082,1,1592602.27,1
C1863182512,1,1591263.43,1
C159739802,1,1591263.43,1
C2138906763,1,1589763.63,1
C2075471030,1,1589763.63,1
C752410137,1,1589614.75,1
C227497385,1,1589614.75,1
C1427562720,1,1586479.66,1
C109700228,1,1586479.66,1
C1665891733,1,1581441.8,1
C1521962059,1,1581441.8,1
C1859428383,1,1576874.04,1
C1029506944,1,1576874.04,1
C2000069930,1,1576531.53,1
C1382437370,1,1576531.53,1
C823289261,1,1571565.56,1
C1757307922,1,1571565.56,1
C808430979,1,1567591.24,1
C1295443216,1,1567591.24,1
C774500664,1,1567549.99,1
C2036496646,1,1567549.99,1
C646867271,1,1566057.28,1
C1496808239,1,1566057.28,1
C490326282,1,1565621.39,1
C1835277194,1,1565621.39,1
C629586313,1,1564952.45,1
C1236734783,1,1564952.45,1
C885720640,1,1562871.32,1
C344826592,1,1562871.32,1
C736093511,1,1561891.66,1
C15204463,1,1561891.66,1
C485713115,1,1559540.62,1
C1776782746,1,1559540.62,1
C610159138,1,1555182.41,1
C403559722,1,1555182.41,1
C1791470904,1,1552664.33,1
C1431338158,1,1552664.33,1
C1168267667,1,1548376.44,1
C1119842359,1,1548376.44,1
C211699118,1,1547877.98,1
C1878609534,1,1547877.98,1
C802285127,1,1543975.74,1
C1183754268,1,1543975.74,1
C2059792501,1,1540624.7,1
C1904414737,1,1540624.7,1
C1540456326,1,1539687.27,1
C1207025716,1,1539687.27,1
C929950007,1,1539474.57,1
C1260477552,1,1539474.57,1
C287247787,1,1536733.52,1
C1159622311,1,1536733.52,1
C1831248257,1,1536245.52,1
C1771922925,1,1536245.52,1
C911734420,1,1534985.07,1
C1000937208,1,1534985.07,1
C358852719,1,1534926.96,1
C341046619,1,1534926.96,1
C1966768785,1,1533798.48,1
C1167018610,1,1533798.48,1
C337289783,1,1532281.61,1
C1947091405,1,1532281.61,1
C685396140,1,1532229.72,1
C338287923,1,1532229.72,1
C678293431,1,1530378.45,1
C1898980323,1,1530378.45,1
C955071434,1,1529614.71,1
C1096275107,1,1529614.71,1
C566299980,1,1525742.02,1
C311903293,1,1525742.02,1
C933837794,1,1518718.03,1
C444193211,1,1518718.03,1
C375476201,1,1517771.48,1
C142345179,1,1517771.48,1
C117228585,1,1516823.73,1
C1090892452,1,1516823.73,1
C73290469,1,1515291.19,1
C1575226124,1,1515291.19,1
C1504023425,1,1506795.1,1
C1107109708,1,1506795.1,1
C3976987,1,1504870.33,1
C371044558,1,1504870.33,1
C841492640,1,1503297.45,1
C1611595121,1,1503297.45,1
C1190914474,1,1503034.86,1
C1021806883,1,1503034.86,1
C466100700,1,1501341.87,1
C1749948822,1,1501341.87,1
C1407686469,1,1501297.88,1
C1043170433,1,1501297.88,1
C869621048,1,1500582.08,1
C1706772520,1,1500582.08,1
C687615410,1,1499869.54,1
C285314242,1,1499869.54,1
C664914101,1,1498296.47,1
C533314653,1,1498296.47,1
C82999164,1,1495203.8,1
C1515649837,1,1495203.8,1
C1709710853,1,1494831.65,1
C1705883896,1,1494831.65,1
C735684642,1,1494432.21,1
C2072241236,1,1494432.21,1
C171779643,1,1494146.93,1
C1328487364,1,1494146.93,1
C850343949,1,1489970.0,1
C176928407,1,1489970.0,1
C872785069,1,1489916.19,1
C1424077218,1,1489916.19,1
C767286102,1,1487505.07,1
C277096632,1,1487505.07,1
C589092976,1,1486955.35,1
C1349419422,1,1486955.35,1
C738179255,1,1486052.97,1
C204628834,1,1486052.97,1
C1458982396,1,1476248.65,1
C1084254819,1,1476248.65,1
C151325855,1,1468304.35,1
C1130194242,1,1468304.35,1
C2035870900,1,1467987.57,1
C1217465014,1,1467987.57,1
C1506243031,1,1467968.73,1
C1032013375,1,1467968.73,1
C97658415,1,1467324.96,1
C348342265,1,1467324.96,1
C1834145577,1,1465173.76,1
C166433413,1,1465173.76,1
C915102234,1,1464614.79,1
C1138281794,1,1464614.79,1
C2024056212,1,1464160.5,1
C1237202508,1,1464160.5,1
C576017861,1,1464008.18,1
C1187974748,1,1464008.18,1
C777044549,1,1463764.35,1
C2142422300,1,1463764.35,1
C2112073607,1,1462355.44,1
C1049482889,1,1462355.44,1
C593029629,1,1461930.03,1
C1928781788,1,1461930.03,1
C779464023,1,1459180.14,1
C1825598858,1,1459180.14,1
C1229716885,1,1457343.37,1
C1105946611,1,1457343.37,1
C208508333,1,1457085.28,1
C1648040674,1,1457085.28,1
C487085645,1,1455839.54,1
C357561283,1,1455839.54,1
C1519723202,1,1455382.05,1
C1459301109,1,1455382.05,1
C522008423,1,1454888.86,1
C1822149837,1,1454888.86,1
C824268591,1,1454592.61,1
C708686257,1,1454592.61,1
C594782618,1,1454356.81,1
C588367741,1,1454356.81,1
C727140107,1,1451083.08,1
C1888769481,1,1451083.08,1
C942063884,1,1448630.38,1
C101899927,1,1448630.38,1
C757889087,1,1445166.74,1
C1104869047,1,1445166.74,1
C2135299801,1,1442075.9,1
C2041824507,1,1442075.9,1
C1733056191,1,1440705.58,1
C1202805418,1,1440705.58,1
C498447652,1,1438737.78,1
C1024427567,1,1438737.78,1
C533125295,1,1437291.89,1
C336375324,1,1437291.89,1
C886007554,1,1434440.31,1
C1722259172,1,1434440.31,1
C994987867,1,1433038.32,1
C1474789260,1,1433038.32,1
C9507698,1,1431634.93,1
C190430667,1,1431634.93,1
C874660018,1,1430050.84,1
C590147812,1,1430050.84,1
C899490900,1,1425802.24,1
C1247391276,1,1425802.24,1
C792347661,1,1425062.97,1
C1700849439,1,1425062.97,1
C9486206,1,1424002.7,1
C777622163,1,1424002.7,1
C780642333,1,1423627.83,1
C552198318,1,1423627.83,1
C626697086,1,1422963.14,1
C1871604900,1,1422963.14,1
C467140343,1,1421665.98,1
C1217403648,1,1421665.98,1
C1959028014,1,1418198.25,1
C1215045618,1,1418198.25,1
C1964276843,1,1418168.85,1
C1778688025,1,1418168.85,1
C2115602581,1,1416055.74,1
C1046272255,1,1416055.74,1
C326865678,1,1411271.23,1
C1426773355,1,1411271.23,1
C1892918810,1,1409248.64,1
C1173095546,1,1409248.64,1
C926121167,1,1400472.01,1
C1716241276,1,1400472.01,1
C907660116,1,1399724.98,1
C1420554412,1,1399724.98,1
C94208509,1,1399637.19,1
C2129900930,1,1399637.19,1
C1560394123,1,1398946.33,1
C1269420432,1,1398946.33,1
C1656635243,1,1398633.34,1
C1585861369,1,1398633.34,1
C749892305,1,1398166.84,1
C338262259,1,1398166.84,1
C851172808,1,1397689.48,1
C1224276273,1,1397689.48,1
C717731676,1,1397162.15,1
C1598804430,1,1397162.15,1
C639529489,1,1396824.94,1
C1626069370,1,1396824.94,1
C1296215617,1,1395850.55,1
C874241747,1,1392337.38,1
C1855947267,1,1392337.38,1
C31495948,1,1390332.39,1
C1515790640,1,1390332.39,1
C1903139702,1,1390048.67,1
C1067753985,1,1390048.67,1
C1476504573,1,1388951.5,1
C1186930189,1,1388951.5,1
C354106674,1,1388774.78,1
C1239064572,1,1388774.78,1
C1387295459,1,1387048.31,1
C1020800306,1,1387048.31,1
C945312738,1,1385945.61,1
C1605260231,1,1385945.61,1
C833791313,1,1383818.98,1
C602727752,1,1383818.98,1
C946427395,1,1381513.27,1
C489467109,1,1381513.27,1
C355341825,1,1380940.73,1
C1061974347,1,1380940.73,1
C664281648,1,1379501.18,1
C1083455984,1,1379501.18,1
C1544506396,1,1372301.24,1
C1024969195,1,1372301.24,1
C378242927,1,1371322.0,1
C1853601480,1,1371322.0,1
C407416654,1,1369544.19,1
C1336273672,1,1369544.19,1
C486163456,1,1368391.5,1
C1099567292,1,1368391.5,1
C954658479,1,1367340.03,1
C453950944,1,1367340.03,1
C507368494,1,1367070.94,1
C1861046549,1,1367070.94,1
C1928734777,1,1363674.48,1
C1873557326,1,1363674.48,1
C2022356819,1,1351104.53,1
C1272694533,1,1351104.53,1
C919766733,1,1350574.58,1
C414078193,1,1350574.58,1
C614361316,1,1348095.12,1
C1279803681,1,1348095.12,1
C309497178,1,1346264.61,1
C1816888178,1,1346264.61,1
C1100582606,1,1343002.08,1
C288991663,1,1340263.67,1
C147611805,1,1340263.67,1
C1574469081,1,1338487.47,1
C146036421,1,1338487.47,1
C148001678,1,1336901.11,1
C1039450195,1,1336901.11,1
C863602835,1,1335959.76,1
C1644591810,1,1335959.76,1
C315283970,1,1334919.42,1
C17859234,1,1334919.42,1
C171693930,1,1330802.24,1
C1458541760,1,1330802.24,1
C174356762,1,1323909.85,1
C1370685766,1,1323909.85,1
C1670593881,1,1322277.84,1
C1585759405,1,1322277.84,1
C1969225423,1,1321984.45,1
C1167513964,1,1321984.45,1
C3630973,1,1321091.25,1
C1817853136,1,1321091.25,1
C213706912,1,1319703.76,1
C1305247312,1,1319703.76,1
C29170093,1,1318024.48,1
C1034418491,1,1318024.48,1
C353673917,1,1314897.11,1
C2028485449,1,1314897.11,1
C1660278884,1,1314660.84,1
C1460351581,1,1314660.84,1
C895840599,1,1312947.27,1
C604508292,1,1312947.27,1
C1681615431,1,1312694.5,1
C1078953751,1,1312694.5,1
C83063124,1,1312406.14,1
C1800446138,1,1312406.14,1
C605093641,1,1311150.9,1
C1492220840,1,1311150.9,1
C291081099,1,1309940.05,1
C27246630,1,1309940.05,1
C597569560,1,1309602.55,1
C1472962938,1,1309602.55,1
C1996964574,1,1307156.17,1
C1140455895,1,1307156.17,1
C112330244,1,1306690.61,1
C1078417563,1,1306690.61,1
C288815046,1,1305754.09,1
C1383489618,1,1305754.09,1
C1998756737,1,1303543.6,1
C1805392616,1,1303543.6,1
C393618449,1,1303029.52,1
C1028433606,1,1303029.52,1
C939933921,1,1301410.68,1
C756143103,1,1301410.68,1
C1386844753,1,1301090.39,1
C1072584456,1,1301090.39,1
C481898497,1,1299860.86,1
C1480088933,1,1299860.86,1
C34029186,1,1298920.78,1
C1847025661,1,1298920.78,1
C772620167,1,1298609.73,1
C664375770,1,1298609.73,1
C411007033,1,1293595.52,1
C1545616572,1,1293595.52,1
C790188952,1,1290619.25,1
C1298336422,1,1290619.25,1
C303493343,1,1290224.84,1
C296753895,1,1290224.84,1
C876181265,1,1290193.08,1
C2117512947,1,1290193.08,1
C504063751,1,1289142.33,1
C235649723,1,1289142.33,1
C2093073106,1,1284959.39,1
C1764461949,1,1284959.39,1
C744316850,1,1282971.57,1
C1175896731,1,1282971.57,1
C605364658,1,1282731.68,1
C437560191,1,1282731.68,1
C2044735759,1,1281113.84,1
C1346995049,1,1281113.84,1
C467632528,1,1277212.77,1
C1334405552,1,1277212.77,1
C602426084,1,1276300.86,1
C2057725638,1,1276300.86,1
C937991476,1,1275236.3,1
C1608267319,1,1275236.3,1
C2014013314,1,1273674.05,1
C1758225011,1,1273674.05,1
C425919336,1,1272493.9,1
C1343376648,1,1272493.9,1
C2113990819,1,1270565.77,1
C1599110470,1,1270565.77,1
C1805103048,1,1270564.34,1
C1268743025,1,1270564.34,1
C441921841,1,1268931.21,1
C199205257,1,1268931.21,1
C723906274,1,1266752.6,1
C1349492818,1,1266752.6,1
C782995006,1,1265656.44,1
C198942679,1,1265656.44,1
C795574446,1,1265379.37,1
C272782184,1,1265379.37,1
C994518144,1,1265033.25,1
C816802649,1,1265033.25,1
C1956698065,1,1264551.38,1
C1504697378,1,1264551.38,1
C670652368,1,1263340.66,1
C262166214,1,1263340.66,1
C2096285497,1,1262207.3,1
C1143281085,1,1262207.3,1
C34669329,1,1259972.05,1
C1376942715,1,1259972.05,1
C673988903,1,1258956.71,1
C1209224134,1,1258956.71,1
C1531301470,1,1258818.82,1
C1436118706,1,1258818.82,1
C323473080,1,1258706.84,1
C1395405060,1,1258706.84,1
C250375030,1,1254775.16,1
C22591109,1,1254775.16,1
C1741433244,1,1254092.1,1
C159727303,1,1254092.1,1
C2016314393,1,1253358.42,1
C1147685648,1,1253358.42,1
C1794826326,1,1249721.72,1
C1143706946,1,1249721.72,1
C1311695181,1,1248344.84,1
C1069559758,1,1248344.84,1
C272892142,1,1246169.57,1
C1236436870,1,1246169.57,1
C381361852,1,1244224.16,1
C1409947310,1,1244224.16,1
C798134746,1,1244037.74,1
C2133606495,1,1244037.74,1
C338600181,1,1243269.91,1
C2060685721,1,1243269.91,1
C2110278215,1,1242226.78,1
C1381975492,1,1242226.78,1
C1539299608,1,1241118.86,1
C1355617171,1,1241118.86,1
C275137828,1,1240717.75,1
C2142112051,1,1240717.75,1
C2024237269,1,1235544.92,1
C1695141990,1,1235544.92,1
C981935704,1,1232697.94,1
C230197841,1,1232697.94,1
C841210881,1,1232239.39,1
C579893788,1,1232239.39,1
C599746221,1,1232013.7,1
C1626793558,1,1232013.7,1
C488263608,1,1231309.64,1
C2120061745,1,1231309.64,1
C2082930314,1,1226390.31,1
C1387290846,1,1226390.31,1
C983611149,1,1221900.21,1
C379155103,1,1221900.21,1
C357942750,1,1219062.64,1
C1256913473,1,1219062.64,1
C807604201,1,1218165.88,1
C361429301,1,1218165.88,1
C274359236,1,1215297.01,1
C22070941,1,1215297.01,1
C1966863341,1,1214511.61,1
C1579869749,1,1214511.61,1
C408988375,1,1205760.86,1
C1553540945,1,1205760.86,1
C804554509,1,1202443.49,1
C1431929580,1,1202443.49,1
C2146217272,1,1201681.76,1
C1900756070,1,1201681.76,1
C5707548,1,1200702.71,1
C1144476681,1,1200702.71,1
C257290900,1,1195842.37,1
C1374040436,1,1195842.37,1
C579160579,1,1191669.35,1
C2039894074,1,1191669.35,1
C146466047,1,1191399.72,1
C138035077,1,1191399.72,1
C2023614214,1,1191183.65,1
C180129024,1,1191183.65,1
C1481892464,1,1189986.88,1
C1342251524,1,1189986.88,1
C16940158,1,1186725.39,1
C1047335023,1,1186725.39,1
C262672510,1,1185157.78,1
C1347068790,1,1185157.78,1
C787624212,1,1182557.97,1
C1336389651,1,1182557.97,1
C607841205,1,1179716.49,1
C1443300815,1,1179716.49,1
C468480326,1,1179162.08,1
C347805386,1,1179162.08,1
C59063278,1,1177100.83,1
C1455972022,1,1177100.83,1
C545398254,1,1172700.63,1
C506025543,1,1172700.63,1
C711131179,1,1171751.17,1
C1499614661,1,1171751.17,1
C555990868,1,1170282.92,1
C1948396559,1,1170282.92,1
C902859339,1,1170213.18,1
C408490456,1,1170213.18,1
C383746092,1,1168274.14,1
C1604466708,1,1168274.14,1
C208504686,1,1167816.02,1
C1378980948,1,1167816.02,1
C199518027,1,1165187.89,1
C1626151700,1,1165187.89,1
C1489843213,1,1165187.89,1
C1125545468,1,1165187.89,1
C1827869035,1,1165171.47,1
C107566089,1,1165171.47,1
C1925676917,1,1164448.96,1
C107615831,1,1164448.96,1
C920057135,1,1162672.01,1
C154007666,1,1162672.01,1
C2135061184,1,1162155.11,1
C1537630073,1,1162155.11,1
C1864459372,1,1161495.82,1
C165094398,1,1161495.82,1
C257814888,1,1160652.82,1
C1246624006,1,1160652.82,1
C1439772341,1,1159831.33,1
C1369232913,1,1159831.33,1
C695823841,1,1159010.44,1
C1724151856,1,1159010.44,1
C366293837,1,1158396.74,1
C2062360147,1,1158396.74,1
C745199175,1,1158373.23,1
C1874090524,1,1158373.23,1
C740548252,1,1158358.08,1
C1857854292,1,1158358.08,1
C475917062,1,1158070.88,1
C278936084,1,1158070.88,1
C644458914,1,1157971.07,1
C1123625591,1,1157971.07,1
C1889323500,1,1155819.58,1
C1274651891,1,1155819.58,1
C74298259,1,1155128.91,1
C1202518126,1,1155128.91,1
C670587931,1,1154353.99,1
C1034219836,1,1154353.99,1
C991308011,1,1153200.73,1
C239172527,1,1153200.73,1
C1788207069,1,1153156.0,1
C165575041,1,1153156.0,1
C231322789,1,1152538.9,1
C1040108506,1,1152538.9,1
C578750781,1,1150717.15,1
C518290039,1,1150717.15,1
C817857207,1,1150561.97,1
C193037464,1,1150561.97,1
C412631050,1,1150413.99,1
C1171147328,1,1150413.99,1
C169415375,1,1146381.44,1
C1637636459,1,1146381.44,1
C1542410200,1,1144089.37,1
C1218322192,1,1144089.37,1
C206561987,1,1143937.73,1
C1347260506,1,1143937.73,1
C992997855,1,1139983.15,1
C666869003,1,1139983.15,1
C828020985,1,1139165.57,1
C1239977402,1,1139165.57,1
C599862051,1,1138384.29,1
C254541375,1,1138384.29,1
C507008752,1,1137603.28,1
C318449492,1,1137603.28,1
C964435402,1,1136374.62,1
C110707602,1,1136374.62,1
C1916439605,1,1132311.86,1
C1371017446,1,1132311.86,1
C2117251684,1,1131750.38,1
C1396198422,1,1131750.38,1
C211453570,1,1129884.18,1
C1714764214,1,1129884.18,1
C1962368245,1,1128579.71,1
C116163072,1,1128579.71,1
C446483369,1,1128131.99,1
C1399376501,1,1128131.99,1
C220508726,1,1123639.01,1
C1889530016,1,1123639.01,1
C1234309969,1,1123561.68,1
C1033117475,1,1123561.68,1
C1898490203,1,1122827.94,1
C1274959638,1,1122827.94,1
C502991223,1,1122508.34,1
C1836246597,1,1122508.34,1
C662766800,1,1116508.49,1
C45204109,1,1116508.49,1
C444571961,1,1112204.51,1
C2114695453,1,1112204.51,1
C1939914504,1,1108140.19,1
C1275336083,1,1108140.19,1
C923004972,1,1106295.77,1
C463684846,1,1106295.77,1
C871824170,1,1102951.39,1
C1678410175,1,1102951.39,1
C1870904477,1,1102791.66,1
C1074110688,1,1102791.66,1
C590103740,1,1102133.9,1
C1213142549,1,1102133.9,1
C587748822,1,1101871.13,1
C482076505,1,1101871.13,1
C316288377,1,1097309.24,1
C1436982406,1,1097309.24,1
C77163673,1,1096187.24,1
C1093223281,1,1096187.24,1
C1749621461,1,1094419.89,1
C171594186,1,1094419.89,1
C84753955,1,1093155.19,1
C395947070,1,1093155.19,1
C99498713,1,1091589.88,1
C9735820,1,1091589.88,1
C672472211,1,1090527.71,1
C1037819437,1,1090527.71,1
C1889568678,1,1086227.44,1
C1878954477,1,1086227.44,1
C575768328,1,1085637.56,1
C1409592985,1,1085637.56,1
C1924115884,1,1084144.37,1
C1515227045,1,1084144.37,1
C202343880,1,1083860.21,1
C1872678613,1,1083860.21,1
C645925104,1,1082718.08,1
C1700746062,1,1082718.08,1
C39420818,1,1082308.05,1
C1573791290,1,1082308.05,1
C736248524,1,1082200.06,1
C1568123931,1,1082200.06,1
C1026280121,1,1078013.76,1
C1808236434,1,1077146.94,1
C1645503164,1,1077146.94,1
C936539159,1,1076739.91,1
C1825306443,1,1076739.91,1
C404387463,1,1076518.28,1
C1987328742,1,1076518.28,1
C1155543640,1,1072345.79,1
C114044821,1,1072345.79,1
C526265092,1,1070857.97,1
C1513064965,1,1070857.97,1
C641053431,1,1070031.6,1
C1648383630,1,1070031.6,1
C1958391057,1,1069508.42,1
C1582972194,1,1069508.42,1
C2072964053,1,1068952.42,1
C1861810254,1,1068952.42,1
C755809826,1,1068398.61,1
C319313160,1,1068398.61,1
C1824832206,1,1065787.82,1
C1461596446,1,1065787.82,1
C932045964,1,1064995.85,1
C1191482277,1,1064995.85,1
C875659264,1,1064425.7,1
C72780172,1,1064425.7,1
C1780378261,1,1061482.24,1
C1732153199,1,1061482.24,1
C981675452,1,1061353.33,1
C1550662745,1,1061353.33,1
C937734682,1,1059682.92,1
C1400717591,1,1059682.92,1
C1918912745,1,1059347.56,1
C1625110990,1,1059347.56,1
C1952841743,1,1058602.68,1
C1287511986,1,1058602.68,1
C625119726,1,1057053.6,1
C2060205709,1,1057053.6,1
C1851065642,1,1054244.29,1
C1474454143,1,1054244.29,1
C737805330,1,1052668.73,1
C1919638900,1,1052668.73,1
C1597001558,1,1051018.15,1
C1501559955,1,1051018.15,1
C692473423,1,1050635.77,1
C2102374682,1,1050635.77,1
C949114642,1,1050135.78,1
C866706747,1,1050135.78,1
C894359747,1,1049586.54,1
C2136497575,1,1049586.54,1
C448865084,1,1049424.26,1
C182308284,1,1049424.26,1
C283039284,1,1049232.11,1
C248568064,1,1049232.11,1
C996566642,1,1048388.34,1
C1366299519,1,1048388.34,1
C858739147,1,1048100.0,1
C1355391463,1,1048100.0,1
C408079205,1,1043934.97,1
C2096913355,1,1043934.97,1
C345293642,1,1041647.06,1
C169939918,1,1041647.06,1
C605725215,1,1040303.44,1
C1802530107,1,1040303.44,1
C32861099,1,1036789.41,1
C282915164,1,1036789.41,1
C863742411,1,1035401.2,1
C1689112462,1,1035401.2,1
C997616929,1,1033878.67,1
C2083698154,1,1033878.67,1
C2086087020,1,1032168.79,1
C1659569966,1,1032168.79,1
C1371377403,1,1031608.37,1
C1175145212,1,1031608.37,1
C1500009160,1,1030417.74,1
C1060613319,1,1030417.74,1
C905449086,1,1028515.56,1
C1139006593,1,1028515.56,1
C951701114,1,1028486.59,1
C1674374999,1,1028486.59,1
C582388359,1,1028326.5,1
C1062379106,1,1028326.5,1
C469537628,1,1028284.82,1
C2004363483,1,1028284.82,1
C2080701542,1,1027963.96,1
C1009032350,1,1027963.96,1
C95607946,1,1027260.28,1
C1543464772,1,1027260.28,1
C414159853,1,1027152.36,1
C1016323653,1,1027152.36,1
C1486861052,1,1026684.46,1
C1061552474,1,1026684.46,1
C518197295,1,1026208.84,1
C1813387968,1,1026208.84,1
C54370277,1,1025082.07,1
C152367037,1,1025082.07,1
C660173273,1,1023356.77,1
C1706454657,1,1023356.77,1
C1686587981,1,1023189.9,1
C1057733607,1,1023189.9,1
C414924099,1,1021194.38,1
C1020706862,1,1021194.38,1
C771564749,1,1021129.67,1
C1545338291,1,1021129.67,1
C1417290971,1,1018800.91,1
C1207144684,1,1018800.91,1
C798424604,1,1018645.2,1
C213913405,1,1018645.2,1
C870245711,1,1017016.67,1
C1729864710,1,1017016.67,1
C638438531,1,1016540.35,1
C1455982049,1,1016540.35,1
C1614163884,1,1016302.6,1
C1057118340,1,1016302.6,1
C2094444528,1,1016081.0,1
C1819971579,1,1016081.0,1
C865385437,1,1015051.7,1
C1574416258,1,1015051.7,1
C550185181,1,1014816.16,1
C1871778702,1,1014816.16,1
C45646600,1,1013208.77,1
C1132246468,1,1013208.77,1
C813936493,1,1011606.26,1
C754293523,1,1011606.26,1
C159267828,1,1011249.64,1
C1106915307,1,1011249.64,1
C984621443,1,1010857.38,1
C1536697892,1,1010857.38,1
C240430551,1,1005365.24,1
C2007750863,1,1005365.24,1
C845487324,1,1005346.72,1
C278258075,1,1005346.72,1
C1868561547,1,1001446.44,1
C1562259675,1,1001446.44,1
C1903297652,1,1001167.03,1
C1705399009,1,1001167.03,1
C947925453,1,998110.47,1
C433588108,1,998110.47,1
C175000067,1,998086.61,1
C1107781229,1,998086.61,1
C1426650654,1,995710.58,1
C1160684690,1,995710.58,1
C291762198,1,994676.91,1
C145252938,1,994676.91,1
C1121789613,1,994453.2,1
C1645429111,1,993088.06,1
C1414793795,1,993088.06,1
C46599562,1,990857.53,1
C1039891737,1,990857.53,1
C866722579,1,990630.25,1
C185633643,1,990630.25,1
C58682758,1,989966.55,1
C351713185,1,989966.55,1
C546490249,1,989954.57,1
C1908563566,1,989954.57,1
C2035691205,1,989311.12,1
C1177633466,1,989311.12,1
C599597900,1,987591.59,1
C134383279,1,987591.59,1
C1138417563,1,987470.17,1
C1055011986,1,987470.17,1
C1896884992,1,986876.27,1
C1702714599,1,986876.27,1
C56835824,1,986623.96,1
C444079490,1,986623.96,1
C2091624408,1,985127.95,1
C1119643786,1,985127.95,1
C830861574,1,983417.49,1
C733742491,1,983417.49,1
C837087174,1,982414.06,1
C281479258,1,982414.06,1
C1356928798,1,980310.0,1
C12592309,1,980310.0,1
C2043269100,1,978362.97,1
C1772545154,1,978362.97,1
C963556658,1,978261.98,1
C1454479269,1,978261.98,1
C398973610,1,978103.4,1
C1183549962,1,978103.4,1
C1659764623,1,977805.62,1
C1276671609,1,977805.62,1
C362141852,1,976830.22,1
C2027508914,1,976830.22,1
C891486597,1,975389.94,1
C1423124005,1,975389.94,1
C682621695,1,974452.84,1
C1044598698,1,974452.84,1
C1527835008,1,973805.75,1
C10712954,1,973805.75,1
C427077444,1,972920.87,1
C279538198,1,972920.87,1
C1970471613,1,972723.96,1
C1222331901,1,972723.96,1
C706587857,1,972713.05,1
C152636559,1,972713.05,1
C47484490,1,972142.03,1
C129076810,1,972142.03,1
C961270274,1,972009.75,1
C397472180,1,972009.75,1
C601676623,1,971133.63,1
C184826905,1,971133.63,1
C806145630,1,969259.07,1
C457586283,1,969259.07,1
C1926006259,1,968651.23,1
C1843014674,1,968651.23,1
C2109457516,1,967954.01,1
C1195032652,1,967954.01,1
C850743663,1,967153.5,1
C1815828420,1,967153.5,1
C920351883,1,966389.93,1
C2016177370,1,966389.93,1
C1846613103,1,966222.5,1
C1788263153,1,966222.5,1
C334503836,1,964876.58,1
C1995588993,1,964876.58,1
C1623372481,1,964544.37,1
C1375978020,1,964544.37,1
C186550452,1,964388.1,1
C1529791682,1,964388.1,1
C333851574,1,963966.56,1
C164247053,1,963966.56,1
C430329518,1,963532.14,1
C1440057381,1,963532.14,1
C273631269,1,960306.85,1
C1336358470,1,960306.85,1
C1335615679,1,960196.16,1
C1274686397,1,960196.16,1
C1566688012,1,959018.79,1
C1318698561,1,959018.79,1
C261371522,1,957432.32,1
C1415925120,1,957432.32,1
C997127653,1,955505.54,1
C2094567574,1,955505.54,1
C448881117,1,953615.38,1
C1034067842,1,953615.38,1
C969013741,1,953529.64,1
C943173894,1,953529.64,1
C630422228,1,952234.12,1
C606108347,1,952234.12,1
C2053342988,1,951451.17,1
C1441123126,1,951451.17,1
C1593088347,1,950791.37,1
C1316033338,1,950791.37,1
C1599964062,1,950766.15,1
C1344002266,1,950766.15,1
C971577416,1,949979.11,1
C1093983453,1,949979.11,1
C664235460,1,948288.3,1
C1025957103,1,948288.3,1
C2000156493,1,946705.53,1
C1524194171,1,946705.53,1
C809054944,1,945131.85,1
C1324043104,1,945131.85,1
C411013894,1,945131.71,1
C1366832046,1,945131.71,1
C655091661,1,940957.88,1
C1563386305,1,940957.88,1
C2110710924,1,939518.05,1
C1875095816,1,939518.05,1
C1870394283,1,938288.58,1
C164359824,1,938288.58,1
C415681195,1,936976.86,1
C1574875173,1,936976.86,1
C2136408151,1,935790.41,1
C2009627965,1,935790.41,1
C383644087,1,934590.45,1
C163014239,1,934590.45,1
C984959096,1,934314.89,1
C2041261993,1,934314.89,1
C612277580,1,932922.6,1
C1600632872,1,932922.6,1
C596444681,1,932691.0,1
C1397478591,1,932691.0,1
C626900726,1,932304.24,1
C1535615652,1,932304.24,1
C1888926728,1,931684.75,1
C101455775,1,931684.75,1
C676595441,1,930970.44,1
C1061051753,1,930970.44,1
C21772807,1,929787.24,1
C1428944530,1,929787.24,1
C1689585176,1,929106.32,1
C1484947776,1,929106.32,1
C1521419599,1,927729.13,1
C1055707930,1,927729.13,1
C533316597,1,927620.44,1
C36961525,1,927620.44,1
C431984224,1,925579.57,1
C1205909462,1,925579.57,1
C626512080,1,924912.26,1
C1495769147,1,924912.26,1
C1325096505,1,921894.19,1
C1069707218,1,921894.19,1
C1505563519,1,921668.95,1
C1152872254,1,921668.95,1
C1878448827,1,921393.95,1
C1266731860,1,921393.95,1
C480126375,1,918087.96,1
C1842546630,1,918087.96,1
C637181363,1,917014.64,1
C1149539141,1,917014.64,1
C293694231,1,916886.3,1
C1180613420,1,916886.3,1
C673817136,1,916644.03,1
C1640343789,1,916644.03,1
C835019402,1,915672.67,1
C1425610386,1,915672.67,1
